ticket_id,created_at,category,priority,description,resolution_time_hours,satisfaction_score
1310,2025-03-25 16:07,Printer,Medium,Printer on 3rd floor is offline,5.5,2.5
1311,2025-03-25 09:20,Network_VPN,Critical,VPN client won't launch after latest update,1.6,4.3
1312,2025-03-25 08:57,Email,Low,Not receiving any emails since this morning,5.0,4.4
1313,2025-03-25 07:35,Hardware,High,Laptop won't power on at all,21.5,4.2
1314,2025-03-25 18:13,Hardware,High,Screen cracked after laptop bag fell,17.5,4.7
1315,2025-03-25 07:59,Software,Medium,Need Adobe Acrobat installed for contract review,19.2,2.8
1316,2025-03-25 17:46,Email,Low,Not receiving any emails since this morning,6.3,3.2
1317,2025-03-25 13:24,Software,Medium,Requesting install of project management tool,22.3,2.7
1318,2025-03-25 15:25,Network_VPN,Low,VPN client won't launch after latest update,10.9,2.2
1319,2025-03-25 14:43,Hardware,High,Battery drains fully within an hour,29.7,5.0
1320,2025-03-25 12:09,Printer,Medium,Can't add the new printer to my laptop,7.1,2.4
1321,2025-03-25 07:15,Account_Access,Low,Locked out of my account after password expired,4.7,2.9
1322,2025-03-25 07:15,Account_Access,Medium,Locked out of my account after password expired,3.9,3.0
1323,2025-03-25 07:08,Printer,Low,Can't add the new printer to my laptop,5.6,3.1
1324,2025-03-25 16:38,Hardware,Medium,Screen cracked after laptop bag fell,68.0,2.9
1325,2025-03-26 11:03,Account_Access,Critical,Need access to the shared finance drive for a project,1.2,4.1
1326,2025-03-26 13:35,Software,High,Software freezes whenever I try to export a file,11.5,4.4
1327,2025-03-26 12:44,Hardware,Critical,Screen cracked after laptop bag fell,15.4,4.7
1328,2025-03-26 10:54,Hardware,Medium,Battery drains fully within an hour,33.2,4.3
1329,2025-03-26 13:35,Account_Access,High,Need access to the shared finance drive for a project,3.0,4.3
1330,2025-03-26 14:54,Hardware,Medium,Docking station won't detect external monitor,34.1,4.5
1331,2025-03-26 17:38,Account_Access,High,New hire needs accounts provisioned before start date,1.0,3.9
1332,2025-03-26 15:13,Software,Low,Need Adobe Acrobat installed for contract review,20.2,3.1
1333,2025-03-26 10:47,Hardware,Medium,Screen cracked after laptop bag fell,67.7,2.3
1334,2025-03-26 13:58,Network_VPN,Critical,Very slow network speeds on corporate Wi-Fi,2.9,4.6
1335,2025-03-26 12:19,Account_Access,High,Forgot my password and self-service reset isn't working,1.5,4.3
1336,2025-03-26 18:30,Account_Access,High,New hire needs accounts provisioned before start date,1.8,4.7
1337,2025-03-26 16:55,Printer,High,Printer is printing blank pages,1.9,4.1
1338,2025-03-26 18:26,Account_Access,Low,Need access to the shared finance drive for a project,4.3,2.9
1339,2025-03-26 14:35,Account_Access,Medium,Need access to the shared finance drive for a project,3.6,3.3
1340,2025-03-26 17:47,Software,Low,License activation error on design software,21.1,3.4
1341,2025-03-26 15:31,Hardware,High,Battery drains fully within an hour,16.0,3.7
1342,2025-03-26 08:52,Network_VPN,Critical,VPN client won't launch after latest update,3.6,4.3
1343,2025-03-27 09:00,Printer,Low,Can't add the new printer to my laptop,6.1,2.1
1344,2025-03-27 16:58,Account_Access,Medium,Requesting elevated access to the deployment pipeline,4.5,3.0
1345,2025-03-27 07:33,Hardware,Low,Docking station won't detect external monitor,49.7,2.6
1346,2025-03-27 09:06,Printer,Low,Printer is printing blank pages,7.0,3.0
1347,2025-03-27 12:17,Email,Medium,Emails to external clients are bouncing back,7.6,2.4
1348,2025-03-27 18:14,Printer,Low,Printer on 3rd floor is offline,4.9,2.8
1349,2025-03-27 08:25,Account_Access,Medium,Locked out of my account after password expired,5.5,3.1
1350,2025-03-27 08:31,Account_Access,Medium,New hire needs accounts provisioned before start date,4.6,3.1
1351,2025-03-27 15:58,Email,Medium,Outlook stuck in offline mode,9.1,2.1
1352,2025-03-28 11:57,Account_Access,Medium,New hire needs accounts provisioned before start date,2.3,3.6
1353,2025-03-28 10:37,Hardware,Medium,Laptop won't power on at all,64.9,2.0
1354,2025-03-28 16:53,Network_VPN,Critical,Very slow network speeds on corporate Wi-Fi,1.8,4.3
1355,2025-03-28 18:46,Email,Medium,Outlook stuck in offline mode,8.4,3.2
1356,2025-03-28 12:38,Network_VPN,Low,Wi-Fi drops constantly in the east building,7.7,3.3
1357,2025-03-28 14:31,Printer,High,Can't add the new printer to my laptop,1.7,4.5
1358,2025-03-28 17:24,Account_Access,High,New hire needs accounts provisioned before start date,1.7,4.5
1359,2025-03-28 11:09,Network_VPN,Medium,VPN client won't launch after latest update,6.2,3.6
1360,2025-03-28 07:19,Account_Access,High,Need access to the shared finance drive for a project,1.4,3.7
1361,2025-03-29 15:35,Account_Access,Low,Forgot my password and self-service reset isn't working,2.5,4.1
1362,2025-03-29 16:50,Hardware,Low,Laptop won't power on at all,41.2,2.1
1363,2025-03-29 18:57,Account_Access,Low,Requesting elevated access to the deployment pipeline,3.7,3.2
1364,2025-03-30 09:17,Email,Medium,Emails to external clients are bouncing back,4.8,4.1
1365,2025-03-30 11:30,Account_Access,Low,Requesting elevated access to the deployment pipeline,2.8,3.9
1366,2025-03-30 16:39,Printer,Low,Printer is printing blank pages,4.0,4.4
1367,2025-03-30 16:24,Network_VPN,Low,VPN keeps disconnecting every few minutes,4.4,4.1
1368,2025-03-31 09:19,Hardware,High,Docking station won't detect external monitor,33.2,5.0
1369,2025-03-31 12:18,Account_Access,Medium,Need access to the shared finance drive for a project,2.8,4.1
1370,2025-03-31 11:52,Printer,High,Can't add the new printer to my laptop,3.4,4.0
1371,2025-03-31 15:11,Printer,Low,Printer is printing blank pages,5.7,2.9
1372,2025-03-31 10:28,Software,Low,Software freezes whenever I try to export a file,19.6,3.4
1373,2025-03-31 14:08,Printer,Medium,Printer on 3rd floor is offline,6.9,2.6
1374,2025-03-31 13:04,Software,Low,Application keeps crashing on launch,10.4,4.1
1375,2025-03-31 18:26,Hardware,High,Laptop fan is extremely loud and it's overheating,17.6,4.3
1376,2025-03-31 08:06,Hardware,High,Screen cracked after laptop bag fell,31.6,4.4
1377,2025-03-31 17:43,Printer,Low,Printer is printing blank pages,6.0,2.8
1378,2025-03-31 11:14,Software,Critical,License activation error on design software,3.5,3.5
1379,2025-03-31 12:25,Hardware,High,Laptop fan is extremely loud and it's overheating,27.4,3.8
1380,2025-03-31 14:06,Hardware,High,Laptop fan is extremely loud and it's overheating,9.1,5.0
1381,2025-03-31 11:21,Account_Access,Low,Locked out of my account after password expired,5.8,2.2
1382,2025-03-31 18:44,Hardware,High,Battery drains fully within an hour,15.8,3.6
1383,2025-03-31 12:41,Hardware,Medium,Laptop won't power on at all,63.0,2.2
1384,2025-03-31 15:10,Network_VPN,Critical,"Cannot connect to VPN, authentication failed error",3.0,4.3
1385,2025-03-31 09:11,Account_Access,Critical,Requesting elevated access to the deployment pipeline,0.8,4.1
1386,2025-03-31 14:37,Software,Medium,Requesting install of project management tool,19.8,3.3
1387,2025-03-31 08:36,Hardware,High,Laptop won't power on at all,11.0,4.6
1388,2025-03-31 11:42,Network_VPN,Medium,VPN client won't launch after latest update,6.8,2.7
1389,2025-03-31 12:22,Email,Medium,Outlook stuck in offline mode,7.6,2.9
1390,2025-03-31 16:37,Email,High,Emails to external clients are bouncing back,4.2,3.9
1391,2025-04-01 18:09,Software,Low,License activation error on design software,12.8,2.3
1392,2025-04-01 14:40,Hardware,High,Docking station won't detect external monitor,23.5,4.1
1393,2025-04-01 12:53,Hardware,High,Battery drains fully within an hour,20.6,3.7
1394,2025-04-01 10:52,Hardware,Critical,Laptop won't power on at all,20.2,4.2
1395,2025-04-01 13:45,Hardware,High,Laptop fan is extremely loud and it's overheating,20.8,4.5
1396,2025-04-01 10:18,Email,Medium,Not receiving any emails since this morning,7.3,3.2
1397,2025-04-01 18:49,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",5.6,4.2
1398,2025-04-01 12:34,Printer,Medium,Printer on 3rd floor is offline,4.2,4.3
1399,2025-04-01 13:06,Email,High,"Mailbox full, can't send or receive email",3.0,3.8
1400,2025-04-01 12:55,Printer,Low,Print jobs stuck in queue and won't clear,8.0,2.7
1401,2025-04-02 16:44,Hardware,High,Laptop won't power on at all,12.1,4.7
1402,2025-04-02 10:52,Account_Access,Medium,New hire needs accounts provisioned before start date,2.8,3.7
1403,2025-04-02 09:20,Account_Access,Medium,Locked out of my account after password expired,4.2,2.9
1404,2025-04-02 17:52,Security,High,Antivirus is flagging a file I downloaded,1.2,4.8
1405,2025-04-02 09:44,Network_VPN,Critical,Very slow network speeds on corporate Wi-Fi,3.7,4.8
1406,2025-04-02 17:25,Email,Low,Emails to external clients are bouncing back,5.7,2.4
1407,2025-04-02 08:40,Hardware,High,Laptop fan is extremely loud and it's overheating,25.3,4.1
1408,2025-04-02 12:29,Printer,Low,Printer on 3rd floor is offline,6.7,3.0
1409,2025-04-02 08:46,Security,High,Antivirus is flagging a file I downloaded,2.9,4.8
1410,2025-04-02 13:52,Security,Critical,Antivirus is flagging a file I downloaded,1.6,4.1
1411,2025-04-03 16:54,Hardware,High,Screen cracked after laptop bag fell,15.5,4.4
1412,2025-04-03 17:50,Hardware,Critical,Screen cracked after laptop bag fell,17.0,3.6
1413,2025-04-03 07:27,Email,Low,"Mailbox full, can't send or receive email",9.1,2.7
1414,2025-04-03 11:05,Account_Access,High,Need access to the shared finance drive for a project,1.3,4.8
1415,2025-04-03 07:25,Software,Low,License activation error on design software,18.6,3.0
1416,2025-04-03 10:30,Software,Medium,Application keeps crashing on launch,9.4,3.6
1417,2025-04-03 18:21,Network_VPN,Medium,VPN client won't launch after latest update,9.5,2.0
1418,2025-04-03 08:46,Email,High,Not receiving any emails since this morning,3.1,3.8
1419,2025-04-03 09:41,Printer,Low,Printer on 3rd floor is offline,7.4,2.2
1420,2025-04-03 09:28,Security,Medium,Think I clicked a phishing link by accident,4.3,2.9
1421,2025-04-03 17:28,Account_Access,Medium,Need access to the shared finance drive for a project,2.7,4.1
1422,2025-04-03 18:24,Email,High,"Mailbox full, can't send or receive email",1.6,3.7
1423,2025-04-03 08:15,Account_Access,Medium,Requesting elevated access to the deployment pipeline,2.7,3.9
1424,2025-04-03 07:54,Software,Medium,Software freezes whenever I try to export a file,12.5,4.9
1425,2025-04-04 07:50,Account_Access,Medium,New hire needs accounts provisioned before start date,5.0,2.4
1426,2025-04-04 16:04,Email,Medium,Emails to external clients are bouncing back,4.4,4.2
1427,2025-04-04 16:26,Hardware,Critical,Laptop won't power on at all,19.9,3.7
1428,2025-04-04 07:37,Account_Access,High,Need access to the shared finance drive for a project,3.1,4.7
1429,2025-04-04 13:32,Network_VPN,Medium,Wi-Fi drops constantly in the east building,11.4,3.4
1430,2025-04-04 17:34,Account_Access,High,New hire needs accounts provisioned before start date,1.7,4.1
1431,2025-04-04 10:51,Hardware,Medium,Battery drains fully within an hour,39.2,2.8
1432,2025-04-04 17:41,Network_VPN,Medium,Wi-Fi drops constantly in the east building,9.2,3.3
1433,2025-04-04 08:59,Network_VPN,High,Very slow network speeds on corporate Wi-Fi,5.7,3.6
1434,2025-04-04 17:47,Hardware,High,Docking station won't detect external monitor,5.9,4.5
1435,2025-04-04 12:33,Network_VPN,High,VPN keeps disconnecting every few minutes,4.9,3.7
1436,2025-04-04 11:46,Hardware,Medium,Screen cracked after laptop bag fell,30.4,4.7
1437,2025-04-04 11:45,Email,Medium,"Mailbox full, can't send or receive email",6.4,2.8
1438,2025-04-04 16:10,Security,High,Received a suspicious email asking for my password,1.9,3.6
1439,2025-04-04 08:14,Account_Access,High,Forgot my password and self-service reset isn't working,3.0,4.5
1440,2025-04-04 14:23,Printer,Low,Printer on 3rd floor is offline,7.3,2.4
1441,2025-04-04 18:47,Hardware,Medium,Battery drains fully within an hour,70.1,2.1
1442,2025-04-05 08:36,Account_Access,Medium,Need access to the shared finance drive for a project,4.9,2.4
1443,2025-04-05 15:02,Account_Access,Medium,New hire needs accounts provisioned before start date,2.4,3.8
1444,2025-04-05 11:20,Security,Critical,Received a suspicious email asking for my password,1.7,4.7
1445,2025-04-07 16:15,Hardware,Medium,Screen cracked after laptop bag fell,51.2,2.5
1446,2025-04-07 18:57,Hardware,Critical,Laptop fan is extremely loud and it's overheating,21.0,4.7
1447,2025-04-07 15:22,Hardware,Medium,Battery drains fully within an hour,68.8,2.0
1448,2025-04-07 18:46,Software,Critical,Need Adobe Acrobat installed for contract review,1.0,4.5
1449,2025-04-07 07:09,Account_Access,Medium,Need access to the shared finance drive for a project,3.1,4.2
1450,2025-04-07 13:44,Printer,Low,Printer on 3rd floor is offline,4.0,4.8
1451,2025-04-07 09:40,Email,Critical,Not receiving any emails since this morning,1.2,3.6
1452,2025-04-07 09:15,Email,Medium,"Mailbox full, can't send or receive email",4.1,4.5
1453,2025-04-07 12:20,Account_Access,High,Forgot my password and self-service reset isn't working,1.6,4.7
1454,2025-04-07 16:06,Hardware,Low,Battery drains fully within an hour,34.0,4.7
1455,2025-04-07 12:49,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",6.7,2.2
1456,2025-04-07 17:19,Account_Access,Medium,Forgot my password and self-service reset isn't working,5.4,2.1
1457,2025-04-07 18:15,Email,Medium,"Mailbox full, can't send or receive email",9.1,2.2
1458,2025-04-07 09:01,Security,High,My laptop is acting strange after opening an attachment,2.4,3.9
1459,2025-04-07 08:51,Security,High,My laptop is acting strange after opening an attachment,2.0,3.6
1460,2025-04-07 09:12,Printer,Low,Printer on 3rd floor is offline,7.1,3.5
1461,2025-04-07 16:16,Email,High,Outlook stuck in offline mode,5.2,3.6
1462,2025-04-07 14:51,Email,Low,"Mailbox full, can't send or receive email",4.1,4.9
1463,2025-04-07 16:27,Network_VPN,Low,Wi-Fi drops constantly in the east building,11.6,2.1
1464,2025-04-07 12:13,Email,Medium,Not receiving any emails since this morning,6.1,2.6
1465,2025-04-07 16:39,Email,Medium,Outlook stuck in offline mode,9.3,2.1
1466,2025-04-07 08:17,Account_Access,Medium,Forgot my password and self-service reset isn't working,5.5,2.7
1467,2025-04-07 17:51,Hardware,Medium,Docking station won't detect external monitor,66.5,2.8
1468,2025-04-07 15:50,Hardware,Critical,Laptop won't power on at all,17.3,4.0
1469,2025-04-07 12:38,Hardware,High,Laptop fan is extremely loud and it's overheating,17.2,3.8
1470,2025-04-07 16:14,Account_Access,Low,Forgot my password and self-service reset isn't working,6.0,2.8
1471,2025-04-07 18:03,Security,Medium,Received a suspicious email asking for my password,3.1,4.3
1472,2025-04-07 09:11,Printer,Medium,Print jobs stuck in queue and won't clear,7.9,2.6
1473,2025-04-07 07:45,Account_Access,High,Forgot my password and self-service reset isn't working,2.4,4.9
1474,2025-04-07 14:34,Software,Medium,Software freezes whenever I try to export a file,17.0,2.3
1475,2025-04-07 07:33,Account_Access,Low,Requesting elevated access to the deployment pipeline,2.4,4.4
1476,2025-04-07 18:11,Hardware,Critical,Screen cracked after laptop bag fell,7.4,3.7
1477,2025-04-08 15:55,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",11.4,3.2
1478,2025-04-08 08:21,Account_Access,Medium,Locked out of my account after password expired,5.8,2.6
1479,2025-04-08 17:31,Account_Access,Critical,Need access to the shared finance drive for a project,1.5,4.2
1480,2025-04-08 16:50,Software,Medium,Application keeps crashing on launch,16.9,3.3
1481,2025-04-08 11:08,Account_Access,High,New hire needs accounts provisioned before start date,1.5,4.6
1482,2025-04-08 16:02,Network_VPN,Critical,VPN keeps disconnecting every few minutes,3.6,4.1
1483,2025-04-08 16:06,Network_VPN,Critical,Wi-Fi drops constantly in the east building,3.7,3.8
1484,2025-04-08 12:10,Security,High,Think I clicked a phishing link by accident,0.7,4.0
1485,2025-04-08 12:28,Software,High,Need Adobe Acrobat installed for contract review,8.7,4.6
1486,2025-04-08 08:46,Network_VPN,Medium,"Cannot connect to VPN, authentication failed error",4.8,3.9
1487,2025-04-08 13:31,Network_VPN,Medium,Very slow network speeds on corporate Wi-Fi,7.5,2.2
1488,2025-04-08 16:41,Email,Medium,Outlook stuck in offline mode,4.3,4.2
1489,2025-04-08 11:01,Printer,Low,Print jobs stuck in queue and won't clear,3.1,4.8
1490,2025-04-08 18:04,Account_Access,Low,Locked out of my account after password expired,2.8,4.1
1491,2025-04-08 18:01,Hardware,Medium,Laptop won't power on at all,71.3,3.3
1492,2025-04-08 12:13,Hardware,High,Battery drains fully within an hour,18.8,3.6
